Date,Reported Cause of Incident,cause_sub ,State,County,Operator ID,Operator Name,System Type,Report ID,Fatalities,Injuries,Cost_Reported,Total Cost Current Year Dollars,b_spilled,b_lost
09/23/2011,CORROSION,EXTERNAL,TX,ARCHER,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20110379,0,0,28155,32245,1,1
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MN,STEVENS,13750,NORTHERN NATURAL GAS CO,GAS TRANSMISSION,20110387,0,0,79735,88778,0,0
09/24/2011,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,WY,SHERIDAN,31684,PHILLIPS 66 PIPELINE LLC,HAZARDOUS LIQUID,20110398,0,0,7070,8097,0,0
,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,AR,PULASKI,602,"ENABLE GAS TRANSMISSION, LLC",GAS TRANSMISSION,20110376,0,0,46293,44720,0,0
09/25/2011,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,ND,WARD,15774,NORTH DAKOTA PIPELINE COMPANY LLC,HAZARDOUS LIQUID,20110393,0,0,229250,262554,20,0
,,PUMP OR PUMP-RELATED EQUIPMENT,WI,DOUGLAS,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HAZARDOUS LIQUID,20110397,0,0,120100,137547,15,0
,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,MI,MUSKEGON,12408,DTE GAS COMPANY,GAS DISTRIBUTION,20110373,0,0,54269,62152,0,0
09/26/2011,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,WA,KING,22189,PUGET SOUND ENERGY,GAS DISTRIBUTION,20110375,0,2,511500,585609,0,0
,,OTHER OUTSIDE FORCE DAMAGE,PA,PA,18718,SUNOCO PIPELINE L.P.,HAZARDOUS LIQUID,20110401,0,0,365591,418702,78,0
09/27/2011,ALL OTHER CAUSES,MISCELLANEOUS,NY,WESTCHESTER,2704,CONSOLIDATED EDISON CO OF NEW YORK,GAS DISTRIBUTION,20110368,0,1,0,0,0,0
09/28/2011,ALL OTHER CAUSES,MISCELLANEOUS,NY,,2616,"COLUMBIA GAS TRANSMISSION, LLC",GAS TRANSMISSION,20110379,0,0,86716,65023,0,0
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,SD,LINCOLN,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,HAZARDOUS LIQUID,20110399,0,0,37607,43070,3,0
,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,UT,UTAH,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC",GAS TRANSMISSION,20110380,0,0,8900,6774,0,0
09/29/2011,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,IL,WILL,31189,BP PIPELINE (NORTH AMERICA) INC.,HAZARDOUS LIQUID,20110403,0,0,66000,75588,10,0
10/03/2011,CORROSION,EXTERNAL,CA,LOS ANGELES,12624,EXXONMOBIL OIL CORPORATION,HAZARDOUS LIQUID,20110409,0,0,29100,33327,41,0
,,,TX,UPTON,31684,PHILLIPS 66 PIPELINE LLC,HAZARDOUS LIQUID,20110386,0,0,17500,20042,10,10
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,OK,KIOWA,31286,"ONEOK GAS TRANSPORTATION, LLC",GAS TRANSMISSION,20110382,0,0,81433,86735,0,0
10/04/2011,CORROSION,EXTERNAL,MI,WAYNE,12408,DTE GAS COMPANY,GAS DISTRIBUTION,20110377,1,0,7700,8739,0,0
,,INTERNAL,OK,TULSA,18718,SUNOCO PIPELINE L.P.,HAZARDOUS LIQUID,20110405,0,0,12257,14038,25,0
,,,TX,HARDIN,18718,SUNOCO PIPELINE L.P.,HAZARDOUS LIQUID,20110406,0,0,3308,3789,1,1
,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,NJ,MIDDLESEX,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",HAZARDOUS LIQUID,20110377,0,0,54500,62417,1,0
10/05/2011,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,CA,KINGS,18484,SOUTHERN CALIFORNIA GAS CO,GAS DISTRIBUTION,20110376,0,0,76950,88029,0,0
10/06/2011,ALL OTHER CAUSES,UNKNOWN,TX,JEFFERSON,30777,MOTIVA ENTERPRISE LLC,HAZARDOUS LIQUID,20110407,0,0,0,0,0,0
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,KS,DOUGLAS,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,20110412,0,0,667841,764861,590,290
,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,WY,PARK,22655,"WBI ENERGY TRANSMISSION, INC.",GAS TRANSMISSION,20110383,0,0,13531,10151,0,0
,,PUMP OR PUMP-RELATED EQUIPMENT,KS,CLOUD,32109,"ONEOK NGL PIPELINE, LLC",HAZARDOUS LIQUID,20110385,0,0,9000,10307,0,0
10/07/2011,CORROSION,INTERNAL,OK,TEXAS,9175,JAYHAWK PIPELINE LLC,HAZARDOUS LIQUID,20110396,0,0,6080,6963,17,3
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,OK,OKLAHOMA,31888,CENTURION PIPELINE L.P.,HAZARDOUS LIQUID,20110410,0,0,766550,877910,"3,299",990
10/10/2011,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,TX,LAVACA,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20110404,0,0,70530,80776,210,200
10/11/2011,INCORRECT OPERATION,INCORRECT INSTALLATION,IL,COOK,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,20110416,0,0,13750,15748,6,0
10/12/2011,CORROSION,INTERNAL,TX,GREGG,22442,WEST TEXAS GULF PIPELINE CO,HAZARDOUS LIQUID,20110417,0,0,4520,5177,1,1
,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,IN,LAKE,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HAZARDOUS LIQUID,20110419,0,0,295000,337856,398,0
10/13/2011,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,TX,BELL,18718,SUNOCO PIPELINE L.P.,HAZARDOUS LIQUID,20110418,0,0,10,11,0,0
10/14/2011,INCORRECT OPERATION,INCORRECT VALVE POSITION,OK,PAYNE,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20110413,0,0,2336,2675,3,3
,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,SC,ANDERSON,2552,COLONIAL PIPELINE CO,HAZARDOUS LIQUID,20110411,0,0,17456,19992,0,0
,,THREADED CONNECTION/COUPLING FAILURE,OK,TULSA,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,20110414,0,0,500,573,0,0
10/15/2011,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,TX,ECTOR,300,"PLAINS PIPELINE, L.P.",HAZARDOUS LIQUID,20110421,0,0,41500,47529,73,0
,,NON-THREADED CONNECTION FAILURE,NY,WESTCHESTER,2704,CONSOLIDATED EDISON CO OF NEW YORK,GAS DISTRIBUTION,20130054,0,0,22912,26201,0,0
10/17/2011,INCORRECT OPERATION,INCORRECT INSTALLATION,IL,COOK,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,20110420,0,0,560,641,0,0
,,OTHER INCORRECT OPERATION,MI,KENT,12408,DTE GAS COMPANY,GAS DISTRIBUTION,20110381,0,0,665807,762532,0,0
,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,OK,GARVIN,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,20110415,0,0,5500,6299,5,0
10/19/2011,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",TX,ARMSTRONG,31618,ENTERPRISE PRODUCTS OPERATING LLC,HAZARDOUS LIQUID,20110428,0,0,25070,28712,0,0
10/20/2011,INCORRECT OPERATION,INCORRECT VALVE POSITION,FL,POLK,5304,FLORIDA GAS TRANSMISSION CO,GAS TRANSMISSION,20110385,0,0,247071,282906,0,0
,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,GA,DOUGLAS,15674,PLANTATION PIPE LINE CO,HAZARDOUS LIQUID,20110423,0,0,35440,40589,23,0
10/23/2011,CORROSION,EXTERNAL,TX,JEFFERSON,32613,"OILTANKING PORT NECHES, LLC",HAZARDOUS LIQUID,20110424,0,0,6400,7330,4,4
,NATURAL FORCE DAMAGE,LIGHTNING,AR,PIKE,602,"ENABLE GAS TRANSMISSION, LLC",GAS TRANSMISSION,20110384,0,0,183917,207121,0,0
10/24/2011,CORROSION,EXTERNAL,CA,KERN,31174,"SHELL PIPELINE CO., L.P.",HAZARDOUS LIQUID,20110426,0,0,5650,6471,3,0
10/25/2011,CORROSION,EXTERNAL,TX,NUECES,2812,"CORPUS CHRISTI, CITY OF - GAS DIV",GAS DISTRIBUTION,20110385,0,0,3458,3921,0,0
,,INTERNAL,OCS,,18646,ENBRIDGE OFFSHORE (GAS TRANSMISSION) LLC,GAS GATHERING,20130102,0,0,382900,438128,0,0
10/26/2011,INCORRECT OPERATION,OTHER INCORRECT OPERATION,IN,HAMILTON,1845,"BUCKEYE PARTNERS, LP",HAZARDOUS LIQUID,20110431,0,0,20000,22905,10,0
10/27/2011,ALL OTHER CAUSES,MISCELLANEOUS,TX,,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20110425,0,0,29540,33831,6,3
,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,OK,,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20110422,0,0,775,888,0,0
10/29/2011,ALL OTHER CAUSES,MISCELLANEOUS,NY,WESTCHESTER,2704,CONSOLIDATED EDISON CO OF NEW YORK,GAS DISTRIBUTION,20110384,0,0,200,229,0,0
10/30/2011,CORROSION,INTERNAL,LA,TERREBONNE,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,GAS TRANSMISSION,20110386,0,0,764300,872551,0,0
10/31/2011,CORROSION,EXTERNAL,NJ,MIDDLESEX,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",HAZARDOUS LIQUID,20110434,0,0,32100,36763,0,0
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,PA,LANCASTER COUNTY,20010,"UGI UTILITIES, INC",GAS DISTRIBUTION,20110387,0,0,461680,526294,0,0
11/01/2011,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NV,CLARK,18536,SOUTHWEST GAS CORP,GAS DISTRIBUTION,20110388,0,0,74871,84795,0,0
11/02/2011,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,TX,HOWARD,18718,SUNOCO PIPELINE L.P.,HAZARDOUS LIQUID,20110429,0,0,45,52,0,0
11/03/2011,CORROSION,INTERNAL,PA,BEDFORD,2616,"COLUMBIA GAS TRANSMISSION, LLC",GAS TRANSMISSION,20110389,0,0,23359400,26731692,0,0
11/04/2011,INCORRECT OPERATION,OTHER INCORRECT OPERATION,OK,GRADY,26330,"ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC",GAS TRANSMISSION,20110388,0,0,26806,20045,0,0
11/06/2011,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,OR,WASHINGTON,13840,NORTHWEST NATURAL GAS CO,GAS DISTRIBUTION,20110389,0,0,80000,91622,0,0
11/07/2011,CORROSION,EXTERNAL,CA,CONTRA COSTA,31684,PHILLIPS 66 PIPELINE LLC,HAZARDOUS LIQUID,20110436,0,0,1839410,2106629,45,45
,,INTERNAL,TX,ECTOR,300,"PLAINS PIPELINE, L.P.",HAZARDOUS LIQUID,20110433,0,0,43400,49705,80,0
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,IL,WHITESIDE,32258,PEMBINA COCHIN LLC,HAZARDOUS LIQUID,20110438,0,0,479639,549318,"5,648",5648
,,,MD,,1088,BALTIMORE GAS AND ELECTRIC COMPANY,GAS DISTRIBUTION,20110390,0,0,423062,483305,0,0
11/08/2011,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,IN,FLOYD,8070,INDIANA GAS CO INC,GAS DISTRIBUTION,20110393,0,6,88904,101659,0,0
,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,LA,JEFFERSON DAVIS,31554,"BOARDWALK PETROCHEMICAL PIPELINE, LLC",HAZARDOUS LIQUID,20110441,0,0,552312,632549,0,0
,,OTHER EQUIPMENT FAILURE,MN,CLEARWATER,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HAZARDOUS LIQUID,20110440,0,0,7300,8361,10,0
11/09/2011,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,OK,HUGHES,14210,"OKLAHOMA NATURAL GAS COMPANY, A DIVISION OF ONE GAS, INC.",GAS DISTRIBUTION,20110394,0,0,109748,103879,0,0
11/10/2011,CORROSION,EXTERNAL,AZ,YAVAPAI,19610,TRANSWESTERN PIPELINE COMPANY LLC,GAS TRANSMISSION,20110391,0,0,320997,367629,0,0
,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,LA,CALCASIEU,31684,PHILLIPS 66 PIPELINE LLC,HAZARDOUS LIQUID,20110437,0,0,16100,18439,1,0
11/11/2011,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,OH,HAMILTON,2364,DUKE ENERGY OHIO,GAS TRANSMISSION,20110390,0,0,96645,85920,0,0
,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,OK,PAYNE,31580,"MAGELLAN TERMINALS HOLDINGS, LP",HAZARDOUS LIQUID,20110432,0,0,2010,2302,0,0
11/12/2011,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,OH,GREENE,31470,VECTREN ENERGY DELIVERY OF OHIO,GAS DISTRIBUTION,20110395,1,6,250142,286469,0,0
,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,TX,,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20110427,0,0,5190,5944,2,2
11/13/2011,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,ND,STARK,1248,BELLE FOURCHE PIPELINE CO,HAZARDOUS LIQUID,20110448,0,0,40343,46204,200,80
,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",TX,SCURRY,300,"PLAINS PIPELINE, L.P.",HAZARDOUS LIQUID,20110439,0,0,49312,56476,90,0
,,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,UT,UTAH,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC",GAS TRANSMISSION,20110394,0,0,10000,11453,0,0
,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,IL,COOK,15329,PEOPLES GAS LIGHT & COKE CO,GAS DISTRIBUTION,20110397,0,2,6357755,7281254,0,0
11/14/2011,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR’S CONTRACTOR,TX,CAMERON,30909,TRANSMONTAIGNE OPERATING COMPANY L.P.,HAZARDOUS LIQUID,20110445,0,0,87130,99788,"1,330",1330
,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,WY,CAMPBELL,1248,BELLE FOURCHE PIPELINE CO,HAZARDOUS LIQUID,20110449,0,0,1872546,2144579,"1,958",1905
11/15/2011,ALL OTHER CAUSES,MISCELLANEOUS,TX,GALVESTON,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20110435,0,0,385900,441961,"2,490",0
11/16/2011,CORROSION,INTERNAL,OK,LINCOLN,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20110443,0,0,111651,127871,140,55
,NATURAL FORCE DAMAGE,EARTH MOVEMENT,OH,MORGAN (HOMER TOWNSHIP),19160,TENNESSEE GAS PIPELINE COMPANY,GAS TRANSMISSION,20110393,0,0,1883770,2056005,0,0
,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,AR,WASHINGTON,630,SOURCEGAS ARKANSAS INC.,GAS DISTRIBUTION,20110392,0,0,17518,20035,0,0
11/17/2011,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",IL,COOK,22430,WEST SHORE PIPELINE CO,HAZARDOUS LIQUID,20110452,0,0,460544,527449,17,0
11/18/2011,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,WY,SWEETWATER,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC",GAS TRANSMISSION,20110395,0,0,25300,28975,0,0
11/19/2011,ALL OTHER CAUSES,MISCELLANEOUS,OK,ROGERS,26330,"ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC",GAS TRANSMISSION,20110397,0,0,44399,33201,0,0
11/20/2011,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,MN,CLEARWATER,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HAZARDOUS LIQUID,20110453,0,0,3100,3550,0,0
11/21/2011,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,IL,MACON,32147,MARATHON PIPE LINE LLC,HAZARDOUS LIQUID,20110447,0,0,709351,812401,0,0
,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,NJ,MIDDLESEX,32044,BP USFO/LOGISTICS,HAZARDOUS LIQUID,20110444,0,0,14300,16377,1,0
,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,MS,PANOLA,19160,TENNESSEE GAS PIPELINE COMPANY,GAS TRANSMISSION,20110396,0,0,734698,732637,0,0
11/22/2011,CORROSION,INTERNAL,OCS,,18646,ENBRIDGE OFFSHORE (GAS TRANSMISSION) LLC,GAS GATHERING,20130105,0,0,298327,340871,0,0
,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,LA,CALCASIEU,31618,ENTERPRISE PRODUCTS OPERATING LLC,HAZARDOUS LIQUID,20110454,0,0,2785,3190,85,85
11/27/2011,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,WY,UINTA,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC",GAS TRANSMISSION,20110398,0,0,20300,15498,0,0
11/29/2011,CORROSION,EXTERNAL,TX,FORT BEND,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20110451,0,0,5913500,6772579,100,0
11/30/2011,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,TX,HARRIS,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,20110460,0,0,125000,143159,"1,855",0
12/01/2011,CORROSION,EXTERNAL,TX,ECTOR,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",HAZARDOUS LIQUID,20110455,0,0,40500,46384,5,5
,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,IL,COOK,15329,PEOPLES GAS LIGHT & COKE CO,GAS TRANSMISSION,20120038,0,0,111279,124186,0,0
,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR’S CONTRACTOR,TX,HARRIS,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",HAZARDOUS LIQUID,20110458,0,0,3,3,0,0
,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,CA,FRESNO,31174,"SHELL PIPELINE CO., L.P.",HAZARDOUS LIQUID,20110457,0,0,340000,389393,0,0
,,,TX,HASKELL,18718,SUNOCO PIPELINE L.P.,HAZARDOUS LIQUID,20110450,0,0,4185,4793,0,0
12/03/2011,CORROSION,EXTERNAL,AL,MARENGO,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,GAS TRANSMISSION,20110392,0,0,7658770,8738491,0,0
,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,TX,HARRIS,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",HAZARDOUS LIQUID,20110459,0,0,1150,1317,10,0
,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,KY,PENDLETON,20110,DUKE ENERGY KENTUCKY,GAS DISTRIBUTION,20110401,0,0,50000,57264,0,0
12/04/2011,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,WY,UINTA,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC",GAS TRANSMISSION,20120003,0,0,142240,160423,0,0
12/06/2011,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,ND,MCKENZIE,1248,BELLE FOURCHE PIPELINE CO,HAZARDOUS LIQUID,20120006,0,0,21232,24316,800,150
,INCORRECT OPERATION,INCORRECT INSTALLATION,AL,CALHOUN,2552,COLONIAL PIPELINE CO,HAZARDOUS LIQUID,20120001,0,0,833200,954242,69,1
,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",TX,JEFFERSON,26303,UNOCAL PIPELINE CO - EASTERN REGION,HAZARDOUS LIQUID,20120005,0,0,52121,59693,31,4
,,PUMP OR PUMP-RELATED EQUIPMENT,IA,POLK,32109,"ONEOK NGL PIPELINE, LLC",HAZARDOUS LIQUID,20110456,0,0,15730,18015,0,0
,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,KY,JEFFERSON,11824,LOUISVILLE GAS & ELECTRIC CO,GAS DISTRIBUTION,20120001,0,0,546072,625354,0,0
12/07/2011,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,TX,,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20110446,0,0,4605,5274,1,1
,,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,KS,LYONS,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",GAS TRANSMISSION,20120002,0,0,4806,3594,0,0
12/08/2011,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,OK,WOODWARD,32109,"ONEOK NGL PIPELINE, LLC",HAZARDOUS LIQUID,20110442,0,0,32471,37188,360,360
,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR’S CONTRACTOR,NM,LEA,300,"PLAINS PIPELINE, L.P.",HAZARDOUS LIQUID,20120011,0,0,194750,223042,0,0
,,INCORRECT VALVE POSITION,GA,FULTON,792,ATLANTA GAS LIGHT CO,GAS DISTRIBUTION,20120002,0,0,1203430,1378206,0,0
,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,WV,JACKSON,2616,"COLUMBIA GAS TRANSMISSION, LLC",GAS TRANSMISSION,20120004,0,0,56006,41880,0,0
12/09/2011,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,ND,MCKENZIE,1248,BELLE FOURCHE PIPELINE CO,HAZARDOUS LIQUID,20120007,0,0,59525,68172,"1,000",530
,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",LA,ST. LANDRY,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,HAZARDOUS LIQUID,20120004,0,0,117070,134077,3,3
12/10/2011,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NE,NEMAH,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,20120009,0,0,2280608,2611922,"2,184",1990
,,,,NEMAHA,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,20120008,0,0,2246845,2573254,650,592
,NATURAL FORCE DAMAGE,EARTH MOVEMENT,UT,CACHE,2564,COLORADO INTERSTATE GAS CO,GAS TRANSMISSION,20120005,0,0,2278500,2608176,0,0
12/11/2011,CORROSION,INTERNAL,TX,NAVARRO,18718,SUNOCO PIPELINE L.P.,HAZARDOUS LIQUID,20120012,0,0,7696,8814,1,1
,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,TX,JOHNSON,22855,"FLINT HILLS RESOURCES, LC",HAZARDOUS LIQUID,20120013,0,0,697,798,0,0
,,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,TX,KARNES,31618,ENTERPRISE PRODUCTS OPERATING LLC,GAS TRANSMISSION,20120006,0,0,221264,219118,0,0
12/12/2011,CORROSION,INTERNAL,CA,LOS ANGELES COUNTY,32266,ST. JAMES OIL CORPORATION,HAZARDOUS LIQUID,20120046,0,0,73050,83662,1,0
,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,NC,GUILFORD,2552,COLONIAL PIPELINE CO,HAZARDOUS LIQUID,20120002,0,0,22614,25899,3,1
12/13/2011,CORROSION,EXTERNAL,TX,HARRIS,31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC",GAS TRANSMISSION,20120007,0,0,144612,165616,0,0
12/14/2011,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",OK,KAY,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,20120018,0,0,287500,329266,250,100
,,THREADED CONNECTION/COUPLING FAILURE,NY,BRONX,2704,CONSOLIDATED EDISON CO OF NEW YORK,GAS TRANSMISSION,20110399,0,0,41413,46994,0,0
12/15/2011,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,WV,MINERAL,2616,"COLUMBIA GAS TRANSMISSION, LLC",GAS TRANSMISSION,20120009,0,0,58331,45686,0,0
12/17/2011,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,SC,EDGEFIELD,3445,DIXIE PIPELINE COMPANY LLC,HAZARDOUS LIQUID,20120016,0,0,3866,4428,22,22
12/19/2011,CORROSION,EXTERNAL,TX,BRAZORIA,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20120015,0,0,15100,17294,1,1
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,PA,WASHINGTON,2600,COLUMBIA GAS OF PENNSYLVANIA,GAS DISTRIBUTION,20120005,0,0,92118,104898,0,0
,INCORRECT OPERATION,INCORRECT VALVE POSITION,FL,HERNANDO,30892,HERITAGE PROPANE,GAS DISTRIBUTION,20120008,0,1,24350,27490,0,0
12/20/2011,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,TX,HARDIN,18718,SUNOCO PIPELINE L.P.,HAZARDOUS LIQUID,20120020,0,0,5434,6223,3,3
